@relation traffic_analysis
 
@attribute numPackSent numeric
@attribute numPackRec numeric
@attribute totalPackets numeric
@attribute numberAck numeric
@attribute headerBytesSent numeric
@attribute headerBytesRec numeric
@attribute totalHeaderBytes numeric
@attribute caplenSent numeric
@attribute caplenRec numeric
@attribute minPackLength numeric
@attribute maxPackLength numeric
@attribute avPackLength numeric
@attribute avPayload numeric
@attribute payloadSent numeric
@attribute payloadRec numeric
@attribute totalPayload numeric
@attribute totalSize numeric
@attribute class {TOR,SSH,SSLWEB,SSLp2p,SCP,SKYPE}
 
@data
1042,1033,2075,28,8540,8408,16948,125007,156411,334,915,448.0,93.0,81019,112824,193843,929650,SKYPE
21,21,42,42,672,672,1344,1962,4426,346,1794,432.0,86.0,576,3040,3616,18148,SSH
1055,1052,2107,21,8572,8536,17108,129343,165002,334,529,452.0,97.0,84901,120642,205543,953777,SKYPE
1068,1061,2129,23,8712,8596,17308,142817,138155,334,915,444.0,89.0,97793,93425,191218,947076,SKYPE
36,36,72,71,1160,1160,2320,3948,7868,346,1794,444.0,97.0,1564,5484,7048,31976,SSH
393,341,734,713,10180,9336,19516,244507,30061,334,1814,670.0,312.0,220965,8415,229380,492216,SSLp2p
947,1513,2460,2460,39024,48416,87440,71990,2253586,346,1778,1225.0,875.0,768,2153728,2154496,3014376,SCP
1074,1072,2146,18,8712,8672,17384,150224,139368,334,630,447.0,92.0,104996,94183,199179,959944,SKYPE
630,1017,1647,1647,20160,39248,59408,2569060,74738,346,7506,1885.0,1535.0,2527480,912,2528392,3104958,SCP
388,377,765,737,8288,8616,16904,176022,36286,334,1814,573.0,220.0,154542,13996,168538,438828,SSLp2p
37,36,73,72,1192,1160,2352,3998,7980,346,1794,444.0,97.0,1548,5596,7144,32418,SSH
1058,1059,2117,24,8620,8604,17224,125333,154410,334,1647,444.0,89.0,80741,109736,190477,941655,SKYPE
40,43,83,83,800,860,1660,4188,5062,334,1139,411.0,56.0,2028,2631,4659,34122,TOR
539,471,1010,985,11348,10676,22024,342087,38603,334,1814,675.0,319.0,312413,10576,322989,682210,SSLp2p
49,48,97,95,1584,1552,3136,5610,9424,346,1794,434.0,88.0,2360,6240,8600,42194,SSH
21,21,42,42,672,672,1344,1994,5306,346,1794,453.0,107.0,608,3920,4528,19060,SSH
704,1092,1796,1796,22528,44760,67288,2559624,82800,346,7506,1751.0,1399.0,2513160,912,2514072,3145304,SCP
1043,1041,2084,21,8476,8448,16924,125627,161765,334,535,451.0,95.0,81689,117867,199556,939904,SKYPE
21,21,42,42,480,468,948,3181,2192,334,820,424.0,70.0,1987,968,2955,17837,TOR
462,435,897,869,10008,10432,20440,282113,35989,334,1814,651.0,296.0,256397,9699,266096,584782,SSLp2p
714,1095,1809,1809,22848,45148,67996,2538804,83242,346,7506,1729.0,1377.0,2491680,864,2492544,3128566,SCP
1048,1049,2097,13,8456,8476,16932,137236,140083,334,915,445.0,90.0,93148,95894,189042,933631,SKYPE
21,21,42,42,672,672,1344,1994,5290,346,1794,453.0,107.0,608,3904,4512,19044,SSH
36,36,72,71,1160,1160,2320,3948,6772,346,1418,428.0,82.0,1564,4388,5952,30880,SSH
25,25,50,50,800,800,1600,2386,4850,346,1794,424.0,78.0,736,3200,3936,21236,SSH
763,574,1337,1315,16228,13452,29680,519151,49400,334,1814,724.0,367.0,476981,14715,491696,968223,SSLp2p
34,35,69,68,1096,1128,2224,3832,5010,346,1042,408.0,61.0,1580,2692,4272,28162,SSH
1055,1051,2106,21,8572,8528,17100,125140,167441,334,622,451.0,96.0,80698,123123,203821,951541,SKYPE
942,1515,2457,2457,38684,48480,87164,71480,2255150,346,1778,1226.0,877.0,768,2155160,2155928,3014590,SCP
1070,1059,2129,34,8788,8652,17440,126888,133978,334,630,435.0,80.0,81720,89225,170945,926138,SKYPE
544,496,1040,1012,11808,11816,23624,348694,44464,334,1814,676.0,320.0,318390,14566,332956,703622,SSLp2p
710,1096,1806,1806,22720,44976,67696,2542836,83152,346,7506,1734.0,1382.0,2495976,912,2496888,3131668,SCP
956,1506,2462,2462,38916,48192,87108,72188,2253124,346,1778,1224.0,875.0,768,2153728,2154496,3014672,SCP
15,13,28,25,344,260,604,1666,1175,334,739,399.0,44.0,812,438,1250,11193,TOR
1480,1955,3435,1278,16808,26440,43248,153594,1399666,334,1858,760.0,405.0,86466,1306496,1392962,2613940,SKYPE
45,45,90,88,1456,1456,2912,5234,8802,346,1418,435.0,89.0,2248,5816,8064,39236,SSH
319,236,555,539,6948,5488,12436,202296,24186,334,1814,706.0,350.0,184502,9840,194342,391866,SSLp2p
430,374,804,774,12336,11432,23768,297507,34310,334,1814,708.0,348.0,270551,9622,280173,569961,SSLp2p
51,51,102,100,1648,1648,3296,5710,18350,346,1794,515.0,169.0,2328,14968,17296,52620,SSH
41,47,88,82,1016,1168,2184,3489,4025,334,739,378.0,25.0,1079,1169,2248,33274,TOR
495,389,884,867,13352,12108,25460,400469,30950,334,1814,785.0,424.0,370287,5008,375295,694395,SSLp2p
37,37,74,73,1192,1192,2384,4014,7470,346,1794,435.0,88.0,1564,5020,6584,32204,SSH
1061,775,1836,1813,26312,22648,48960,842428,59153,334,1814,789.0,429.0,780042,8616,788658,1449261,SSLp2p
1039,1031,2070,29,8480,8428,16908,137903,136307,334,599,444.0,90.0,94097,92753,186850,920594,SKYPE
254,220,474,460,6104,5468,11572,144195,22214,334,1814,647.0,291.0,129455,8658,138113,306969,SSLp2p
828,594,1422,1407,20976,17980,38956,722816,46074,334,1814,839.0,478.0,673688,7064,680752,1193930,SSLp2p
323,265,588,575,6900,6692,13592,218107,28846,334,1814,717.0,361.0,200225,12547,212772,421897,SSLp2p
712,1091,1803,1803,22784,45024,67808,2541536,82982,346,7506,1735.0,1384.0,2494544,864,2495408,3129358,SCP
821,576,1397,1390,22088,16448,38536,645743,45385,334,1814,795.0,432.0,595741,8774,604515,1110832,SSLp2p
1061,1055,2116,29,8680,8596,17276,123055,126959,334,1647,431.0,75.0,78301,82426,160727,912126,SKYPE
52,59,111,107,1064,1216,2280,3717,4162,334,739,371.0,15.0,885,801,1686,41263,TOR
36,41,77,75,744,844,1588,4206,33698,334,1846,788.0,437.0,2238,31413,33651,60744,TOR
489,445,934,897,10500,10448,20948,224326,39545,334,1814,578.0,224.0,197200,12898,210098,540687,SSLp2p
32,32,64,63,1032,1032,2064,3652,4628,346,1042,409.0,63.0,1532,2508,4040,26200,SSH
666,1059,1725,1725,21312,41408,62720,2522748,78326,346,7506,1787.0,1437.0,2478792,912,2479704,3084074,SCP
32,31,63,63,640,620,1260,3585,2394,334,813,392.0,39.0,1857,623,2480,24739,TOR
39,40,79,78,1256,1288,2544,4066,16284,346,1794,537.0,191.0,1484,13636,15120,42470,SSH
53,69,122,120,1120,1440,2560,4318,34967,334,1846,620.0,266.0,1396,31058,32454,75717,TOR
50,57,107,104,1048,1176,2224,4610,34216,334,1846,659.0,307.0,1862,30998,32860,70610,TOR
24,24,48,48,768,768,1536,2320,4688,346,1794,426.0,80.0,736,3104,3840,20448,SSH
187,172,359,344,4020,3676,7696,78806,19670,334,1814,571.0,217.0,68428,9605,78033,205044,SSLp2p
28,36,64,62,676,888,1564,2738,2965,334,739,388.0,29.0,1110,799,1909,24839,TOR
36,36,72,71,1160,1160,2320,3964,5148,346,1042,406.0,60.0,1580,2764,4344,29272,SSH
21,21,42,42,672,672,1344,1978,3978,346,1626,421.0,75.0,592,2592,3184,17716,SSH
45,60,105,99,996,1272,2268,4115,34629,334,1846,665.0,312.0,1589,31220,32809,69904,TOR
28,28,56,56,896,896,1792,2456,14232,346,1794,578.0,232.0,608,12384,12992,32368,SSH
149,191,340,327,3184,3976,7160,28672,93442,334,1782,644.0,303.0,20422,82629,103051,219298,TOR
33,33,66,65,1064,1064,2128,3702,4790,346,1042,408.0,62.0,1516,2604,4120,26972,SSH
633,503,1136,1118,17364,15268,32632,434418,42356,334,1814,717.0,356.0,395532,9448,404980,815078,SSLp2p
37,37,74,73,1192,1192,2384,4014,7190,346,1794,431.0,85.0,1564,4740,6304,31924,SSH
41,42,83,82,1320,1352,2672,4230,18568,346,1794,554.0,208.0,1516,15788,17304,46038,SSH
1031,1027,2058,27,8416,8372,16788,135646,143134,334,915,447.0,93.0,92156,99797,191953,921836,SKYPE
332,392,724,719,6712,7888,14600,47287,53864,334,1814,441.0,84.0,29287,32088,61375,319807,TOR
74,73,147,147,2284,2240,4524,6234,5758,334,739,379.0,16.0,1434,1004,2438,55840,TOR
1078,1074,2152,27,8804,8736,17540,132254,153277,334,630,445.0,90.0,86798,107957,194755,958139,SKYPE
627,563,1190,1158,13292,13572,26864,409091,47864,334,1814,681.0,326.0,374481,13831,388312,811243,SSLp2p
12,12,24,24,252,240,492,1645,1106,334,739,415.0,58.0,985,424,1409,9983,TOR
131,167,298,294,2724,3456,6180,22217,64538,334,3600,581.0,235.0,15039,55020,70059,173203,TOR
13,13,26,26,272,260,532,2045,993,334,818,415.0,60.0,1331,249,1580,10798,TOR
1039,1026,2065,28,8504,8364,16868,154047,133526,334,1648,451.0,97.0,110217,90224,200441,933357,SKYPE
1030,1028,2058,21,8372,8344,16716,154445,125792,334,523,449.0,94.0,111053,82440,193493,924253,SKYPE
20,20,40,40,640,640,1280,1928,2424,346,538,388.0,42.0,608,1104,1712,15552,SSH
1075,1066,2141,35,8864,8720,17584,144281,158419,334,1364,453.0,99.0,98867,113353,212220,971204,SKYPE
403,260,663,654,8292,5588,13880,273346,23574,334,1814,746.0,391.0,251352,7999,259351,495072,SSLp2p
31,32,63,62,1000,1032,2032,3442,6628,346,1794,439.0,93.0,1388,4508,5896,27710,SSH
24,24,48,48,768,768,1536,2336,4768,346,1794,428.0,82.0,752,3184,3936,20544,SSH
806,593,1399,1378,17392,14528,31920,535399,45873,334,1814,713.0,357.0,490603,9500,500103,998048,SSLp2p
151,294,445,443,3068,5904,8972,24306,388149,334,1814,1229.0,872.0,16104,372158,388262,547007,TOR
34,35,69,68,1096,1128,2224,3768,6794,346,1794,433.0,86.0,1516,4476,5992,29882,SSH
360,324,684,651,7856,7244,15100,156840,36562,334,1814,579.0,225.0,136744,17345,154089,396058,SSLp2p
805,611,1416,1394,16592,13528,30120,529901,49237,334,1814,708.0,352.0,485939,12877,498816,1002850,SSLp2p
491,443,934,906,10304,10556,20860,321816,34852,334,1814,679.0,324.0,294818,8153,302971,634892,SSLp2p
1042,1039,2081,3,8360,8324,16684,140551,140451,334,915,447.0,93.0,96763,96771,193534,932258,SKYPE
22,22,44,44,704,704,1408,2044,5820,346,1794,458.0,112.0,592,4368,4960,20184,SSH
711,1094,1805,1805,22752,45148,67900,2550062,83256,346,7506,1738.0,1387.0,2503136,912,2504048,3138718,SCP
395,363,758,737,8520,8116,16636,215334,32944,334,1814,625.0,270.0,193384,11639,205023,474278,SSLp2p
694,518,1212,1194,17884,15776,33660,581161,41210,334,1814,811.0,451.0,539681,7111,546792,983875,SSLp2p
37,37,74,73,1192,1192,2384,3998,9702,346,1794,465.0,118.0,1548,7252,8800,34420,SSH
637,565,1202,1166,14984,14144,29128,410734,44382,334,1814,676.0,319.0,374092,9831,383923,813404,SSLp2p
17,15,32,32,340,300,640,2813,3964,334,1671,508.0,156.0,1895,3118,5013,16281,TOR
55,62,117,116,1112,1252,2364,5209,6335,334,1035,396.0,42.0,2227,2796,5023,46416,TOR
33,33,66,65,1064,1064,2128,3702,4894,346,1042,410.0,64.0,1516,2708,4224,27076,SSH
33,34,67,66,1064,1096,2160,3686,4960,346,1042,409.0,62.0,1500,2708,4208,27406,SSH
104,138,242,234,2256,2964,5220,17613,32322,334,1782,493.0,148.0,11821,24235,36056,119391,TOR
718,1097,1815,1815,22976,44976,67952,2534772,83186,346,7506,1722.0,1370.0,2487384,912,2488296,3126158,SCP
24,24,48,44,584,552,1136,2300,1702,334,821,376.0,24.0,900,276,1176,18050,TOR
883,1488,2371,2371,31788,47616,79404,62626,2224728,346,1778,1244.0,897.0,816,2126520,2127336,2951234,SCP
19,21,40,37,424,420,844,2788,1655,334,818,407.0,54.0,1718,446,2164,16315,TOR
31,33,64,63,1000,1064,2064,3426,6582,346,1794,436.0,90.0,1372,4396,5768,27928,SSH
24,24,48,48,768,768,1536,2336,2880,346,554,388.0,42.0,752,1296,2048,18656,SSH
1076,1072,2148,25,8776,8708,17484,126054,139967,334,1648,436.0,81.0,80694,94753,175447,937989,SKYPE
1040,1040,2080,21,8452,8440,16892,136892,135942,334,522,444.0,89.0,93080,92086,185166,923906,SKYPE
36,37,73,72,1160,1192,2352,3980,5350,346,1042,407.0,61.0,1596,2900,4496,29770,SSH
14,13,27,27,292,260,552,1614,1248,334,739,404.0,50.0,846,513,1359,10934,TOR
282,256,538,518,6144,5824,11968,122136,23737,334,1814,566.0,213.0,106404,8504,114908,304705,SSLp2p
97,93,190,179,2464,2160,4624,12879,48113,334,1846,613.0,261.0,7099,42634,49733,116656,TOR
23,24,47,47,460,480,940,3154,1830,334,808,405.0,50.0,1912,453,2365,19072,TOR
610,667,1277,1247,12892,14344,27236,300728,285623,334,1814,758.0,402.0,267096,247089,514185,968327,SSLp2p
714,1089,1803,1803,22848,45280,68128,2568876,83170,346,7506,1750.0,1399.0,2521752,864,2522616,3156886,SCP
220,202,422,406,5656,5376,11032,126250,26255,334,1814,657.0,300.0,113114,13621,126735,277513,SSLp2p
50,50,100,98,1616,1616,3232,5676,16516,346,1794,501.0,155.0,2360,13200,15560,50192,SSH
33,33,66,65,1064,1064,2128,3670,4750,346,1042,407.0,61.0,1484,2564,4048,26900,SSH
1055,1045,2100,35,8716,8576,17292,123506,131352,334,739,433.0,79.0,78900,87174,166074,911146,SKYPE
147,162,309,292,3540,3900,7440,45563,21634,334,1814,512.0,158.0,37025,11878,48903,158325,SSLp2p
456,413,869,852,9640,9396,19036,286330,32163,334,1814,665.0,309.0,261186,7567,268753,578517,SSLp2p
55,60,115,115,1160,1248,2408,4673,4210,334,895,376.0,20.0,1643,762,2405,43323,TOR
21,21,42,42,672,672,1344,2010,2538,346,554,388.0,42.0,624,1152,1776,16308,SSH
1098,1078,2176,28,8976,8780,17756,146153,150777,334,632,448.0,94.0,99805,105274,205079,976898,SKYPE
34,34,68,67,1096,1096,2192,3656,6920,346,1794,435.0,89.0,1404,4668,6072,29616,SSH
558,508,1066,1032,11788,11968,23756,368437,39421,334,1814,680.0,325.0,337677,8851,346528,725218,SSLp2p
24,29,53,51,584,712,1296,2999,7262,334,1782,485.0,134.0,1599,5520,7119,25741,TOR
434,385,819,793,9252,8520,17772,205860,32638,334,1814,588.0,234.0,181852,10052,191904,481866,SSLp2p
1101,1091,2192,65,9204,9112,18316,150517,136554,334,805,442.0,88.0,103819,90192,194011,970911,SKYPE
1058,1051,2109,34,8704,8624,17328,146024,132420,334,1363,444.0,89.0,101328,87977,189305,936964,SKYPE
1056,1055,2111,24,8604,8572,17176,131218,152987,334,600,447.0,92.0,86710,108489,195199,944533,SKYPE
900,718,1618,1591,18760,16480,35240,607921,57366,334,1814,710.0,354.0,558561,14234,572795,1149175,SSLp2p
15,14,29,29,300,280,580,1759,1138,334,817,397.0,44.0,949,344,1293,11529,TOR
709,1093,1802,1802,22688,45020,67708,2565682,83094,346,7506,1749.0,1398.0,2518888,912,2519800,3153336,SCP
35,36,71,70,1128,1160,2288,3738,9940,346,1794,472.0,126.0,1420,7556,8976,33558,SSH
46,47,93,91,1488,1520,3008,5364,9182,346,1794,436.0,90.0,2312,6064,8376,40586,SSH
1047,1047,2094,21,8508,8496,17004,127281,156229,334,530,448.0,93.0,83175,112079,195254,939078,SKYPE
3974,7631,11605,11507,96384,186068,282452,313813,9717522,334,1814,1164.0,805.0,82313,9270225,9352538,13518687,SSLp2p
34,32,66,66,692,640,1332,2604,2182,334,739,372.0,16.0,756,365,1121,24610,TOR
252,233,485,466,5592,5328,10920,86885,28903,334,1814,533.0,181.0,72725,15136,87861,258884,SSLp2p
791,1164,1955,1955,25312,50448,75760,2528134,90936,346,7506,1619.0,1266.0,2475928,912,2476840,3166470,SCP
21,21,42,42,672,672,1344,1994,5418,346,1794,456.0,110.0,608,4032,4640,19172,SSH
878,548,1426,1409,17892,11932,29824,629167,38092,334,1814,767.0,411.0,581423,5002,586425,1094571,SSLp2p
14,18,32,32,292,360,652,2024,1504,334,818,409.0,54.0,1256,483,1739,13096,TOR
54,53,107,104,1752,1720,3472,6632,9022,346,1042,426.0,79.0,3044,5500,8544,45614,SSH
846,655,1501,1470,17676,14640,32316,577796,50530,334,1814,718.0,361.0,531356,11437,542793,1077726,SSLp2p
33,33,66,65,1064,1064,2128,3702,4726,346,1042,407.0,61.0,1516,2540,4056,26908,SSH
1043,1040,2083,28,8524,8476,17000,117164,139380,334,501,436.0,80.0,73178,95480,168658,908264,SKYPE
33,33,66,65,1064,1064,2128,3670,4814,346,1042,408.0,62.0,1484,2628,4112,26964,SSH
34,34,68,67,1096,1096,2192,3752,6856,346,1794,436.0,89.0,1500,4604,6104,29648,SSH
25,24,49,48,524,492,1016,2924,1866,334,813,395.0,41.0,1550,485,2035,19374,TOR
632,1021,1653,1653,20224,39388,59612,2563464,75014,346,7506,1876.0,1526.0,2521752,912,2522664,3101318,SCP
19,16,35,31,448,332,780,2452,2020,334,739,425.0,70.0,1358,1106,2464,14880,TOR
666,451,1117,1100,13660,10120,23780,469054,33966,334,1814,748.0,393.0,432750,6616,439366,836548,SSLp2p
630,1021,1651,1651,20160,39384,59544,2560468,75010,346,7506,1876.0,1526.0,2518888,912,2519800,3097758,SCP
729,466,1195,1178,15156,10356,25512,520421,36314,334,1814,765.0,408.0,480479,7996,488475,914215,SSLp2p
32,32,64,63,1032,1032,2064,3540,4740,346,1042,409.0,63.0,1420,2620,4040,26200,SSH
34,34,68,67,1096,1096,2192,3736,7576,346,1794,446.0,100.0,1484,5324,6808,30352,SSH
37,37,74,73,1192,1192,2384,3982,7222,346,1794,431.0,85.0,1532,4772,6304,31924,SSH
34,34,68,67,1096,1096,2192,3848,4896,346,1042,408.0,62.0,1596,2644,4240,27784,SSH
24,24,48,48,768,768,1536,2320,2944,346,554,389.0,43.0,736,1360,2096,18704,SSH
18,16,34,34,360,320,680,1946,3717,334,1393,466.0,111.0,974,2818,3792,15855,TOR
16,16,32,32,512,512,1024,1488,3856,346,930,447.0,101.0,432,2800,3232,14304,SSH
14,14,28,28,292,280,572,1658,2071,334,1390,431.0,77.0,890,1273,2163,12081,TOR
15,13,28,28,300,260,560,3088,2611,334,1209,502.0,148.0,2278,1875,4153,14083,TOR
306,368,674,614,7348,8680,16028,61944,49239,334,1814,459.0,106.0,44192,27256,71448,309471,SSLp2p
1136,1087,2223,28,9280,8852,18132,166484,152720,334,1647,456.0,101.0,118180,106844,225024,1014348,SKYPE
35,35,70,69,1128,1128,2256,3898,5130,346,1042,408.0,62.0,1580,2812,4392,28628,SSH
19,19,38,38,608,608,1216,1878,2278,346,554,389.0,43.0,624,1024,1648,14796,SSH
33,34,67,66,1064,1096,2160,3622,6832,346,1042,436.0,89.0,1436,4580,6016,29214,SSH
956,1510,2466,2466,39748,48320,88068,73020,2253388,346,1778,1223.0,873.0,768,2153728,2154496,3016888,SCP
1084,1082,2166,66,9080,9068,18148,154531,152940,334,1828,453.0,99.0,108595,106993,215588,983071,SKYPE
1056,1051,2107,21,8580,8528,17108,142752,144839,334,630,449.0,94.0,98268,100521,198789,947087,SKYPE
20,20,40,40,640,640,1280,1944,2376,346,554,388.0,42.0,624,1056,1680,15520,SSH
802,543,1345,1322,16768,12580,29348,568832,43845,334,1814,754.0,398.0,524796,10637,535433,1014685,SSLp2p
38,39,77,76,1224,1256,2480,4080,10178,346,1794,465.0,118.0,1564,7596,9160,35818,SSH
3567,6239,9806,9694,83240,143832,227072,345575,7648130,334,1814,1114.0,757.0,141057,7289998,7431055,10932249,SSLp2p
28,24,52,50,572,480,1052,2850,1812,334,817,388.0,34.0,1326,442,1768,20214,TOR
939,1509,2448,2448,38068,48288,86356,70762,2253322,346,1778,1229.0,880.0,768,2153728,2154496,3009524,SCP
45,46,91,89,1456,1488,2944,5314,7204,346,1042,417.0,71.0,2328,4152,6480,37998,SSH
1059,1050,2109,40,8772,8616,17388,122900,136495,334,915,435.0,80.0,78122,92107,170229,918651,SKYPE
798,1170,1968,1968,25536,50820,76356,2525732,91464,346,7506,1609.0,1257.0,2473064,864,2473928,3168236,SCP
299,271,570,550,6440,5948,12388,113435,29506,334,1814,546.0,193.0,96829,13660,110489,311309,SSLp2p
941,1514,2455,2455,38268,48448,86716,71078,2253652,346,1778,1226.0,877.0,816,2153728,2154544,3012130,SCP
23,23,46,46,736,736,1472,2254,2766,346,554,389.0,43.0,736,1248,1984,17900,SSH
1534,1050,2584,2573,36120,28856,64976,1231900,74221,334,1814,804.0,445.0,1143624,6707,1150331,2079561,SSLp2p
31,32,63,62,1000,1032,2032,3442,7708,346,1794,456.0,110.0,1388,5588,6976,28790,SSH
32,32,64,63,1032,1032,2064,3636,4532,346,1042,407.0,61.0,1516,2412,3928,26088,SSH
35,35,70,69,1128,1128,2256,3914,4962,346,1042,406.0,60.0,1596,2644,4240,28476,SSH
38,38,76,75,1224,1224,2448,4032,14256,346,1794,520.0,174.0,1516,11740,13256,39568,SSH
22,22,44,44,704,704,1408,2060,4780,346,1794,435.0,89.0,608,3328,3936,19160,SSH
654,1042,1696,1696,20928,40764,61692,2562052,77152,346,7506,1836.0,1485.0,2518888,960,2519848,3114084,SCP
375,291,666,648,8884,6876,15760,191366,26139,334,1814,624.0,267.0,169732,8703,178435,415857,SSLp2p
20,20,40,40,640,640,1280,1944,2488,346,554,390.0,44.0,624,1168,1792,15632,SSH
1041,767,1808,1780,23560,20088,43648,736570,58217,334,1814,737.0,380.0,677616,10128,687744,1333443,SSLp2p
1823,1212,3035,3012,40440,32968,73408,1477341,90244,334,1814,815.0,457.0,1374919,12736,1387655,2476009,SSLp2p
32,32,64,63,1032,1032,2064,3556,4788,346,1042,410.0,64.0,1436,2668,4104,26264,SSH
16,16,32,32,356,344,700,2157,1358,334,818,407.0,52.0,1257,429,1686,13051,TOR
36,36,72,71,1160,1160,2320,3964,6380,346,1626,423.0,77.0,1580,3996,5576,30504,SSH
1545,915,2460,2445,32004,21284,53288,1270583,67156,334,1814,844.0,486.0,1186049,11118,1197167,2077451,SSLp2p
1056,1047,2103,29,8640,8544,17184,147495,130756,334,1506,444.0,90.0,102951,86539,189490,935155,SKYPE
35,36,71,70,1128,1160,2288,3898,5060,346,1042,406.0,59.0,1580,2676,4256,28838,SSH
912,684,1596,1557,18888,16100,34988,614740,54241,334,1814,716.0,361.0,564844,12595,577439,1143637,SSLp2p
34,34,68,67,1096,1096,2192,3688,7768,346,1794,448.0,102.0,1436,5516,6952,30496,SSH
1112,1152,2264,172,9700,10512,20212,142948,291447,334,1858,504.0,148.0,95440,241681,337121,1141179,SKYPE
400,366,766,722,8944,8400,17344,167105,31697,334,1814,553.0,201.0,144561,9832,154393,424354,SSLp2p
655,1055,1710,1710,20960,41916,62876,2542070,78650,346,7506,1812.0,1461.0,2498840,864,2499704,3099520,SCP
1064,1058,2122,48,8800,8752,17552,152207,134125,334,622,447.0,92.0,107211,89274,196485,948940,SKYPE
716,1095,1811,1811,22912,45116,68028,2541800,83210,346,7506,1729.0,1377.0,2494544,864,2495408,3132090,SCP
936,1508,2444,2444,37868,48256,86124,70508,2253256,346,1778,1230.0,881.0,816,2153728,2154544,3008084,SCP
961,1512,2473,2473,39884,48384,88268,73326,2253520,346,1778,1220.0,871.0,768,2153728,2154496,3019286,SCP
53,70,123,117,1516,2004,3520,7733,8173,334,1497,425.0,66.0,4415,3708,8123,52330,TOR
33,33,66,65,1064,1064,2128,3606,4998,346,1042,410.0,64.0,1420,2812,4232,27084,SSH
419,289,708,691,8756,6328,15084,285309,20673,334,1814,730.0,375.0,262307,3239,265546,517054,SSLp2p
392,292,684,669,10800,8516,19316,286811,24397,334,1814,752.0,391.0,262683,5443,268126,514824,SSLp2p
3385,5595,8980,8879,74544,118032,192576,335192,7037381,334,1814,1120.0,765.0,145558,6727416,6872974,10061149,SSLp2p
840,635,1475,1449,18192,15092,33284,537076,55790,334,1814,699.0,344.0,490324,17275,507599,1032138,SSLp2p
953,1511,2464,2464,39252,48352,87604,72422,2253454,346,1778,1223.0,874.0,768,2153728,2154496,3015796,SCP
77,71,148,148,2344,2152,4496,6343,5273,334,818,375.0,13.0,1381,673,2054,55616,TOR
1020,1022,2042,5,8184,8212,16396,114713,121643,334,498,428.0,73.0,71829,78644,150473,875348,SKYPE
35,31,66,65,724,632,1356,4257,2392,334,817,401.0,44.0,2343,626,2969,26473,TOR
535,407,942,918,12012,9660,21672,350237,33549,334,1814,705.0,348.0,320035,8641,328676,664474,SSLp2p
33,34,67,66,1064,1096,2160,3606,5016,346,1042,408.0,62.0,1420,2764,4184,27382,SSH
568,441,1009,996,11920,10216,22136,399054,33556,334,1814,728.0,371.0,367822,6994,374816,735066,SSLp2p
676,583,1259,1223,18740,17408,36148,440163,53207,334,1814,688.0,328.0,398439,15261,413700,866658,SSLp2p
960,676,1636,1617,19644,15848,35492,678687,58632,334,1814,749.0,393.0,626403,17238,643641,1226023,SSLp2p
33,34,67,66,1064,1096,2160,3606,4984,346,1042,408.0,61.0,1420,2732,4152,27350,SSH
885,639,1524,1500,18232,15244,33476,603924,45190,334,1814,724.0,368.0,555602,6109,561711,1103418,SSLp2p
33,33,66,65,1064,1064,2128,3686,4782,346,1042,408.0,62.0,1500,2596,4096,26948,SSH
47,48,95,93,1520,1552,3072,5510,8696,346,1626,429.0,83.0,2392,5512,7904,40806,SSH
27,27,54,54,864,864,1728,2374,12198,346,1794,549.0,203.0,592,10416,11008,29692,SSH
796,636,1432,1406,16544,14192,30736,515472,57066,334,1814,698.0,342.0,471864,19265,491129,1000730,SSLp2p
419,407,826,797,8920,9588,18508,272616,31953,334,1814,666.0,311.0,249450,7485,256935,550153,SSLp2p
29,29,58,58,928,928,1856,2634,12410,346,1794,539.0,193.0,720,10496,11216,31284,SSH
598,417,1015,989,13380,9824,23204,392592,32590,334,1814,716.0,360.0,358880,6992,365872,727174,SSLp2p
32,33,65,64,1032,1064,2096,3636,6222,346,1418,431.0,85.0,1516,4036,5552,28058,SSH
30,30,60,60,960,960,1920,2700,12588,346,1794,534.0,188.0,720,10608,11328,32088,SSH
949,1509,2458,2458,39268,48288,87556,72350,2253322,346,1778,1226.0,876.0,816,2153728,2154544,3013912,SCP
477,374,851,839,9740,9800,19540,319145,31687,334,1814,710.0,354.0,293187,8353,301540,604248,SSLp2p
51,53,104,102,1648,1712,3360,5694,16778,346,1794,496.0,149.0,2312,13264,15576,51592,SSH
32,34,66,65,1032,1096,2128,3540,4912,346,1042,408.0,61.0,1420,2660,4080,26932,SSH
1022,1017,2039,18,8296,8232,16528,131334,149647,334,521,450.0,95.0,88270,106787,195057,918013,SKYPE
935,1512,2447,2447,37740,48384,86124,70346,2253520,346,1778,1229.0,880.0,816,2153728,2154544,3009026,SCP
22,22,44,44,704,704,1408,2028,5388,346,1794,448.0,102.0,576,3936,4512,19736,SSH
533,576,1109,1091,11216,12824,24040,231247,286302,334,1814,764.0,410.0,201909,252914,454823,847877,SSLp2p
157,183,340,333,3140,3696,6836,59743,107684,334,1764,772.0,437.0,51245,97472,148717,262723,SSLWEB
917,1445,2362,2362,35612,46240,81852,67558,2156018,346,1778,1221.0,872.0,768,2060648,2061416,2884936,SCP
42,41,83,82,1172,1132,2304,4550,3201,334,818,391.0,31.0,1950,626,2576,32463,TOR
37,37,74,73,1192,1192,2384,4046,7222,346,1794,432.0,86.0,1596,4772,6368,31988,SSH
